store_id,store_name,store_city,store_state,store_zip,store_open_date,store_closed_date
STORE-5455,Anycompany - store-5455,Indianapolis,CA,14169,2005-01-04,9999-12-1945
STORE-5374,Anycompany - store-5374,Dallas,IN,81256,2005-01-04,9999-12-1946
STORE-8362,Anycompany - store-8362,Washington,NC,11745,2005-01-04,9999-12-1947
STORE-9280,Anycompany - store-9280,Denver,IN,16101,2005-01-04,9999-12-1948
STORE-6835,Anycompany - store-6835,Austin,AZ,15626,2005-01-04,9999-12-1949
STORE-6486,Anycompany - store-6486,Charlotte,AZ,73563,2005-01-04,9999-12-1950
STORE-2311,Anycompany - store-2311,New York,CA,85037,2005-01-04,9999-12-1951
STORE-4749,Anycompany - store-4749,Dallas,CA,24660,2005-01-04,9999-12-1952
STORE-9997,Anycompany - store-9997,Austin,AZ,44457,2005-01-04,9999-12-1953
STORE-2692,Anycompany - store-2692,San Francisco,CA,33173,2005-01-04,9999-12-1954
STORE-4923,Anycompany - store-4923,Dallas,PA,58027,2005-01-04,9999-12-1955
STORE-9623,Anycompany - store-9623,San Diego,DC,92696,2005-01-04,9999-12-1956
STORE-7587,Anycompany - store-7587,Dallas,IN,22575,2005-01-04,9999-12-1957
STORE-4897,Anycompany - store-4897,Denver,FL,33718,2005-01-04,9999-12-1958
STORE-2668,Anycompany - store-2668,Fort Worth,CA,28603,2005-01-04,9999-12-1959
STORE-3871,Anycompany - store-3871,Seattle,NY,46916,2005-01-04,9999-12-1960
STORE-2864,Anycompany - store-2864,Philadelphia,CA,41799,2005-01-04,9999-12-1961
STORE-9788,Anycompany - store-9788,San Jose,CA,84317,2005-01-04,9999-12-1962
STORE-3589,Anycompany - store-3589,Denver,PA,86348,2005-01-04,9999-12-1963
STORE-5023,Anycompany - store-5023,San Jose,FL,52458,2005-01-04,9999-12-1964
STORE-5453,Anycompany - store-5453,New York,WA,78705,2005-01-04,9999-12-1965
STORE-2218,Anycompany - store-2218,Seattle,TX,36146,2005-01-04,9999-12-1966
STORE-8212,Anycompany - store-8212,Charlotte,CO,54914,2005-01-04,9999-12-1967
STORE-7442,Anycompany - store-7442,Philadelphia,IL,36894,2005-01-04,9999-12-1968
STORE-8645,Anycompany - store-8645,Denver,TX,32032,2005-01-04,9999-12-1969
STORE-5727,Anycompany - store-5727,Houston,CA,70746,2005-01-04,9999-12-1970
STORE-7557,Anycompany - store-7557,New York,CA,45001,2005-01-04,9999-12-1971
STORE-9354,Anycompany - store-9354,Los Angeles,TX,42182,2005-01-04,9999-12-1972
STORE-8952,Anycompany - store-8952,Houston,TX,99063,2005-01-04,9999-12-1973
STORE-4667,Anycompany - store-4667,Fort Worth,CA,76541,2005-01-04,9999-12-1974
STORE-3163,Anycompany - store-3163,San Antonio,FL,87688,2005-01-04,9999-12-1975
STORE-3724,Anycompany - store-3724,San Antonio,IN,53295,2005-01-04,9999-12-1976
STORE-1957,Anycompany - store-1957,Los Angeles,FL,38722,2005-01-04,9999-12-1977
STORE-5700,Anycompany - store-5700,Los Angeles,IN,25819,2005-01-04,9999-12-1978
STORE-5068,Anycompany - store-5068,Phoenix,NY,76903,2005-01-04,9999-12-1979
STORE-9157,Anycompany - store-9157,Columbus,PA,60835,2005-01-04,9999-12-1980
STORE-7508,Anycompany - store-7508,San Francisco,NC,27629,2005-01-04,9999-12-1981
STORE-1855,Anycompany - store-1855,Fort Worth,OH,55373,2005-01-04,9999-12-1982
STORE-4606,Anycompany - store-4606,San Jose,TX,33100,2005-01-04,9999-12-1983
STORE-7673,Anycompany - store-7673,Indianapolis,TX,68713,2005-01-04,9999-12-1984
STORE-1778,Anycompany - store-1778,Los Angeles,TX,31072,2005-01-04,9999-12-1985
STORE-1240,Anycompany - store-1240,San Francisco,CA,36498,2005-01-04,9999-12-1986
STORE-5004,Anycompany - store-5004,Philadelphia,CA,31785,2005-01-04,9999-12-1987
STORE-8061,Anycompany - store-8061,Charlotte,TX,38894,2005-01-04,9999-12-1988
STORE-4686,Anycompany - store-4686,Seattle,TX,67114,2005-01-04,9999-12-1989
STORE-8595,Anycompany - store-8595,San Diego,TX,95739,2005-01-04,9999-12-1990
STORE-6775,Anycompany - store-6775,Seattle,TX,24621,2005-01-04,9999-12-1991
STORE-5493,Anycompany - store-5493,Denver,AZ,89691,2005-01-04,9999-12-1992
STORE-5171,Anycompany - store-5171,Columbus,DC,99255,2005-01-04,9999-12-1993
STORE-8154,Anycompany - store-8154,San Antonio,AZ,13344,2005-01-04,9999-12-1994
STORE-7347,Anycompany - store-7347,New York,TX,58001,2005-01-04,9999-12-1995
STORE-3131,Anycompany - store-3131,Fort Worth,TX,39044,2005-01-04,9999-12-1996
STORE-9447,Anycompany - store-9447,Jacksonville,TX,41026,2005-01-04,9999-12-1997
STORE-5137,Anycompany - store-5137,San Diego,CA,40942,2005-01-04,9999-12-1998
STORE-1093,Anycompany - store-1093,Austin,DC,39051,2005-01-04,9999-12-1999
STORE-5685,Anycompany - store-5685,Fort Worth,TX,21462,2005-01-04,9999-12-2000
STORE-8169,Anycompany - store-8169,Houston,CA,49135,2005-01-04,9999-12-2001
STORE-6782,Anycompany - store-6782,Houston,TX,87293,2005-01-04,9999-12-2002
STORE-9923,Anycompany - store-9923,Denver,NY,76288,2005-01-04,9999-12-2003
STORE-4880,Anycompany - store-4880,Jacksonville,IL,85836,2005-01-04,9999-12-2004
STORE-7287,Anycompany - store-7287,Austin,FL,51320,2005-01-04,9999-12-2005
STORE-4679,Anycompany - store-4679,San Francisco,IL,49560,2005-01-04,9999-12-2006
STORE-4423,Anycompany - store-4423,San Diego,NY,33130,2005-01-04,9999-12-2007
STORE-3475,Anycompany - store-3475,New York,FL,72855,2005-01-04,9999-12-2008
STORE-9991,Anycompany - store-9991,Austin,NY,85209,2005-01-04,9999-12-2009
STORE-5498,Anycompany - store-5498,Austin,CA,48305,2005-01-04,9999-12-2010
STORE-2824,Anycompany - store-2824,Austin,NC,72012,2005-01-04,9999-12-2011
STORE-5634,Anycompany - store-5634,Phoenix,CA,29688,2005-01-04,9999-12-2012
STORE-3680,Anycompany - store-3680,Charlotte,CA,55549,2005-01-04,9999-12-2013
STORE-8911,Anycompany - store-8911,Dallas,IN,55368,2005-01-04,9999-12-2014
STORE-1319,Anycompany - store-1319,Chicago,PA,39540,2005-01-04,9999-12-2015
STORE-3981,Anycompany - store-3981,San Jose,CA,29479,2005-01-04,9999-12-2016
STORE-5565,Anycompany - store-5565,San Francisco,TX,99737,2005-01-04,9999-12-2017
STORE-6750,Anycompany - store-6750,San Francisco,TX,72025,2005-01-04,9999-12-2018
STORE-7926,Anycompany - store-7926,Indianapolis,TX,29748,2005-01-04,9999-12-2019
STORE-1824,Anycompany - store-1824,Philadelphia,FL,48638,2005-01-04,9999-12-2020
STORE-5999,Anycompany - store-5999,San Antonio,TX,26189,2005-01-04,9999-12-2021
STORE-3764,Anycompany - store-3764,Phoenix,TX,69519,2005-01-04,9999-12-2022
STORE-9059,Anycompany - store-9059,Denver,AZ,84578,2005-01-04,9999-12-2023
STORE-7935,Anycompany - store-7935,Chicago,IN,26688,2005-01-04,9999-12-2024
STORE-5170,Anycompany - store-5170,San Diego,TX,19292,2005-01-04,9999-12-2025
STORE-9317,Anycompany - store-9317,Phoenix,CA,98916,2005-01-04,9999-12-2026
STORE-1906,Anycompany - store-1906,San Francisco,NY,82018,2005-01-04,9999-12-2027
STORE-2402,Anycompany - store-2402,Indianapolis,CO,33223,2005-01-04,9999-12-2028
STORE-5313,Anycompany - store-5313,Phoenix,AZ,70429,2005-01-04,9999-12-2029
STORE-1129,Anycompany - store-1129,Philadelphia,CA,78149,2005-01-04,9999-12-2030
STORE-7613,Anycompany - store-7613,San Diego,CA,34753,2005-01-04,9999-12-2031
STORE-6529,Anycompany - store-6529,Denver,CA,66387,2005-01-04,9999-12-2032
STORE-5438,Anycompany - store-5438,Philadelphia,FL,85257,2005-01-04,9999-12-2033
STORE-6631,Anycompany - store-6631,Fort Worth,IN,22343,2005-01-04,9999-12-2034
STORE-8647,Anycompany - store-8647,New York,IN,55880,2005-01-04,9999-12-2035
STORE-5845,Anycompany - store-5845,Jacksonville,CA,34381,2005-01-04,9999-12-2036
STORE-1356,Anycompany - store-1356,Dallas,IL,28404,2005-01-04,9999-12-2037
STORE-8047,Anycompany - store-8047,Indianapolis,CA,51112,2005-01-04,9999-12-2038
STORE-3456,Anycompany - store-3456,Indianapolis,PA,65761,2005-01-04,9999-12-2039
STORE-8380,Anycompany - store-8380,San Jose,CA,75606,2005-01-04,9999-12-2040
STORE-7862,Anycompany - store-7862,Philadelphia,NY,13409,2005-01-04,9999-12-2041
STORE-3780,Anycompany - store-3780,Houston,AZ,44812,2005-01-04,9999-12-2042
STORE-8137,Anycompany - store-8137,Houston,TX,57312,2005-01-04,9999-12-2043
STORE-1157,Anycompany - store-1157,San Diego,NC,91211,2005-01-04,9999-12-2044
STORE-1859,Anycompany - store-1859,Columbus,CO,45795,2005-01-04,9999-12-2045
STORE-3573,Anycompany - store-3573,San Antonio,IN,12360,2005-01-04,9999-12-2046
STORE-9296,Anycompany - store-9296,Seattle,TX,25608,2005-01-04,9999-12-2047
STORE-8683,Anycompany - store-8683,Jacksonville,AZ,49896,2005-01-04,9999-12-2048
STORE-3247,Anycompany - store-3247,Indianapolis,FL,48274,2005-01-04,9999-12-2049
STORE-6246,Anycompany - store-6246,San Francisco,CA,55739,2005-01-04,9999-12-2050
STORE-8981,Anycompany - store-8981,Los Angeles,NY,69370,2005-01-04,9999-12-2051
STORE-3546,Anycompany - store-3546,Dallas,WA,58066,2005-01-04,9999-12-2052
STORE-3950,Anycompany - store-3950,Washington,NY,36608,2005-01-04,9999-12-2053
STORE-7721,Anycompany - store-7721,Philadelphia,TX,36201,2005-01-04,9999-12-2054
STORE-1228,Anycompany - store-1228,Washington,IN,65217,2005-01-04,9999-12-2055
STORE-8221,Anycompany - store-8221,Houston,NY,12009,2005-01-04,9999-12-2056
STORE-8689,Anycompany - store-8689,Fort Worth,WA,47369,2005-01-04,9999-12-2057
STORE-5013,Anycompany - store-5013,Seattle,TX,76716,2005-01-04,9999-12-2058
STORE-6070,Anycompany - store-6070,New York,TX,56515,2005-01-04,9999-12-2059
STORE-1491,Anycompany - store-1491,San Francisco,IL,28911,2005-01-04,9999-12-2060
STORE-5902,Anycompany - store-5902,San Francisco,IL,95116,2005-01-04,9999-12-2061
STORE-2023,Anycompany - store-2023,Washington,OH,52518,2005-01-04,9999-12-2062
STORE-1315,Anycompany - store-1315,San Francisco,NC,61159,2005-01-04,9999-12-2063
STORE-3121,Anycompany - store-3121,Philadelphia,PA,83092,2005-01-04,9999-12-2064
STORE-2432,Anycompany - store-2432,San Antonio,IL,40222,2005-01-04,9999-12-2065
STORE-4031,Anycompany - store-4031,San Francisco,NY,22943,2005-01-04,9999-12-2066
STORE-9934,Anycompany - store-9934,Dallas,WA,75321,2005-01-04,9999-12-2067
STORE-3058,Anycompany - store-3058,Chicago,CA,51432,2005-01-04,9999-12-2068
STORE-8257,Anycompany - store-8257,Phoenix,IL,37466,2005-01-04,9999-12-2069
STORE-2850,Anycompany - store-2850,Charlotte,WA,76534,2005-01-04,9999-12-2070
STORE-2352,Anycompany - store-2352,Washington,TX,87874,2005-01-04,9999-12-2071
STORE-9466,Anycompany - store-9466,Columbus,TX,76270,2005-01-04,9999-12-2072
STORE-5560,Anycompany - store-5560,Denver,WA,89172,2005-01-04,9999-12-2073
STORE-4698,Anycompany - store-4698,Chicago,IL,15209,2005-01-04,9999-12-2074
STORE-7087,Anycompany - store-7087,Chicago,TX,40743,2005-01-04,9999-12-2075
STORE-3612,Anycompany - store-3612,San Jose,TX,12348,2005-01-04,9999-12-2076
STORE-5490,Anycompany - store-5490,Philadelphia,NC,80116,2005-01-04,9999-12-2077
STORE-4337,Anycompany - store-4337,San Antonio,CA,50548,2005-01-04,9999-12-2078
STORE-1498,Anycompany - store-1498,New York,CA,55898,2005-01-04,9999-12-2079
STORE-6726,Anycompany - store-6726,San Diego,FL,74815,2005-01-04,9999-12-2080
STORE-3655,Anycompany - store-3655,Austin,TX,94458,2005-01-04,9999-12-2081
STORE-4775,Anycompany - store-4775,Austin,CA,19022,2005-01-04,9999-12-2082
STORE-3392,Anycompany - store-3392,Denver,TX,33412,2005-01-04,9999-12-2083
STORE-4935,Anycompany - store-4935,San Jose,IN,50469,2005-01-04,9999-12-2084
STORE-3536,Anycompany - store-3536,San Antonio,TX,66561,2005-01-04,9999-12-2085
STORE-2602,Anycompany - store-2602,San Jose,WA,25119,2005-01-04,9999-12-2086
STORE-5874,Anycompany - store-5874,San Diego,TX,65060,2005-01-04,9999-12-2087
STORE-8967,Anycompany - store-8967,Seattle,TX,28409,2005-01-04,9999-12-2088
STORE-5325,Anycompany - store-5325,Los Angeles,OH,92089,2005-01-04,9999-12-2089
STORE-3926,Anycompany - store-3926,Houston,TX,56174,2005-01-04,9999-12-2090
STORE-3356,Anycompany - store-3356,Chicago,NC,22379,2005-01-04,9999-12-2091
STORE-1594,Anycompany - store-1594,Washington,NC,29329,2005-01-04,9999-12-2092
STORE-9516,Anycompany - store-9516,Indianapolis,DC,92940,2005-01-04,9999-12-2093
STORE-3864,Anycompany - store-3864,Dallas,OH,41222,2005-01-04,9999-12-2094
STORE-8600,Anycompany - store-8600,Houston,NY,25036,2005-01-04,9999-12-2095
STORE-6866,Anycompany - store-6866,San Diego,NC,78863,2005-01-04,9999-12-2096
STORE-4110,Anycompany - store-4110,San Diego,TX,63527,2005-01-04,9999-12-2097
STORE-1958,Anycompany - store-1958,Denver,IL,89267,2005-01-04,9999-12-2098
STORE-6053,Anycompany - store-6053,Philadelphia,NY,50933,2005-01-04,9999-12-2099
STORE-8973,Anycompany - store-8973,San Jose,CA,24226,2005-01-04,9999-12-2100
STORE-1818,Anycompany - store-1818,Dallas,CA,82428,2005-01-04,9999-12-2101
STORE-6462,Anycompany - store-6462,San Antonio,NC,41711,2005-01-04,9999-12-2102
STORE-8089,Anycompany - store-8089,San Jose,TX,75875,2005-01-04,9999-12-2103
STORE-7316,Anycompany - store-7316,Charlotte,PA,70944,2005-01-04,9999-12-2104
STORE-4495,Anycompany - store-4495,Charlotte,CA,10340,2005-01-04,9999-12-2105
STORE-5790,Anycompany - store-5790,Jacksonville,CA,38130,2005-01-04,9999-12-2106
STORE-9291,Anycompany - store-9291,Jacksonville,TX,37964,2005-01-04,9999-12-2107
STORE-8356,Anycompany - store-8356,Philadelphia,TX,94361,2005-01-04,9999-12-2108
STORE-4818,Anycompany - store-4818,San Jose,PA,30086,2005-01-04,9999-12-2109
STORE-6714,Anycompany - store-6714,New York,TX,21059,2005-01-04,9999-12-2110
STORE-2874,Anycompany - store-2874,Charlotte,OH,68122,2005-01-04,9999-12-2111
STORE-3497,Anycompany - store-3497,New York,IL,10382,2005-01-04,9999-12-2112
STORE-4891,Anycompany - store-4891,Denver,CA,54394,2005-01-04,9999-12-2113
STORE-5567,Anycompany - store-5567,New York,TX,76663,2005-01-04,9999-12-2114
STORE-8584,Anycompany - store-8584,Indianapolis,TX,34141,2005-01-04,9999-12-2115
STORE-4392,Anycompany - store-4392,Fort Worth,NC,99422,2005-01-04,9999-12-2116
STORE-3119,Anycompany - store-3119,Columbus,TX,48439,2005-01-04,9999-12-2117
STORE-3867,Anycompany - store-3867,San Francisco,CA,53202,2005-01-04,9999-12-2118
STORE-5979,Anycompany - store-5979,Dallas,CA,54517,2005-01-04,9999-12-2119
STORE-1555,Anycompany - store-1555,Jacksonville,NY,80408,2005-01-04,9999-12-2120
STORE-4395,Anycompany - store-4395,Fort Worth,IN,80317,2005-01-04,9999-12-2121
STORE-2901,Anycompany - store-2901,Chicago,FL,24105,2005-01-04,9999-12-2122
STORE-4999,Anycompany - store-4999,Charlotte,NC,17128,2005-01-04,9999-12-2123
STORE-5056,Anycompany - store-5056,Fort Worth,CA,69732,2005-01-04,9999-12-2124
STORE-5624,Anycompany - store-5624,New York,NY,21915,2005-01-04,9999-12-2125
STORE-2764,Anycompany - store-2764,San Jose,TX,79690,2005-01-04,9999-12-2126
STORE-2630,Anycompany - store-2630,Philadelphia,TX,77681,2005-01-04,9999-12-2127
STORE-9337,Anycompany - store-9337,New York,CO,94889,2005-01-04,9999-12-2128
STORE-5571,Anycompany - store-5571,San Jose,CA,41822,2005-01-04,9999-12-2129
STORE-1515,Anycompany - store-1515,Seattle,CA,96913,2005-01-04,9999-12-2130
STORE-4787,Anycompany - store-4787,Seattle,TX,86978,2005-01-04,9999-12-2131
STORE-4968,Anycompany - store-4968,Austin,PA,38159,2005-01-04,9999-12-2132
STORE-7515,Anycompany - store-7515,Houston,CO,81359,2005-01-04,9999-12-2133
STORE-5912,Anycompany - store-5912,New York,PA,53647,2005-01-04,9999-12-2134
STORE-9016,Anycompany - store-9016,Los Angeles,TX,39520,2005-01-04,9999-12-2135
STORE-9909,Anycompany - store-9909,Indianapolis,PA,10965,2005-01-04,9999-12-2136
STORE-5471,Anycompany - store-5471,Seattle,PA,84854,2005-01-04,9999-12-2137
STORE-6572,Anycompany - store-6572,Charlotte,CA,65556,2005-01-04,9999-12-2138
STORE-4867,Anycompany - store-4867,Denver,CO,82616,2005-01-04,9999-12-2139
STORE-5585,Anycompany - store-5585,Columbus,TX,28654,2005-01-04,9999-12-2140
STORE-2490,Anycompany - store-2490,Philadelphia,CA,25762,2005-01-04,9999-12-2141
STORE-9203,Anycompany - store-9203,Fort Worth,DC,21307,2005-01-04,9999-12-2142
STORE-2553,Anycompany - store-2553,New York,TX,44384,2005-01-04,9999-12-2143
STORE-6215,Anycompany - store-6215,Chicago,AZ,54970,2005-01-04,9999-12-2144
STORE-3527,Anycompany - store-3527,San Antonio,TX,15660,2005-01-04,9999-12-2145
STORE-9846,Anycompany - store-9846,Houston,NC,68417,2005-01-04,9999-12-2146
STORE-2561,Anycompany - store-2561,Los Angeles,DC,91884,2005-01-04,9999-12-2147
STORE-2091,Anycompany - store-2091,Austin,TX,52801,2005-01-04,9999-12-2148
STORE-6599,Anycompany - store-6599,Houston,TX,75731,2005-01-04,9999-12-2149
STORE-3745,Anycompany - store-3745,Houston,TX,67108,2005-01-04,9999-12-2150
STORE-7795,Anycompany - store-7795,San Diego,PA,53482,2005-01-04,9999-12-2151
STORE-1363,Anycompany - store-1363,Los Angeles,TX,75459,2005-01-04,9999-12-2152
STORE-9000,Anycompany - store-9000,Houston,NC,19304,2005-01-04,9999-12-2153
STORE-6075,Anycompany - store-6075,San Jose,TX,27739,2005-01-04,9999-12-2154
STORE-3716,Anycompany - store-3716,Washington,CA,26281,2005-01-04,9999-12-2155
STORE-4522,Anycompany - store-4522,Jacksonville,CA,25266,2005-01-04,9999-12-2156
STORE-7190,Anycompany - store-7190,Phoenix,NY,26527,2005-01-04,9999-12-2157
STORE-9365,Anycompany - store-9365,Houston,DC,55012,2005-01-04,9999-12-2158
STORE-1979,Anycompany - store-1979,Philadelphia,CA,15036,2005-01-04,9999-12-2159
STORE-6210,Anycompany - store-6210,San Diego,CA,19451,2005-01-04,9999-12-2160
STORE-4141,Anycompany - store-4141,San Francisco,IN,72270,2005-01-04,9999-12-2161
STORE-8114,Anycompany - store-8114,Philadelphia,IL,69295,2005-01-04,9999-12-2162
STORE-1238,Anycompany - store-1238,Fort Worth,CA,68839,2005-01-04,9999-12-2163
STORE-6251,Anycompany - store-6251,Dallas,CA,76512,2005-01-04,9999-12-2164
STORE-2452,Anycompany - store-2452,Denver,PA,38982,2005-01-04,9999-12-2165
STORE-4384,Anycompany - store-4384,Indianapolis,WA,75007,2005-01-04,9999-12-2166
STORE-9628,Anycompany - store-9628,Houston,DC,73093,2005-01-04,9999-12-2167
STORE-5532,Anycompany - store-5532,San Diego,FL,53602,2005-01-04,9999-12-2168
STORE-5444,Anycompany - store-5444,Indianapolis,DC,76373,2005-01-04,9999-12-2169
STORE-3956,Anycompany - store-3956,Dallas,WA,75350,2005-01-04,9999-12-2170
STORE-1487,Anycompany - store-1487,Seattle,TX,58847,2005-01-04,9999-12-2171
STORE-1956,Anycompany - store-1956,Washington,CO,53407,2005-01-04,9999-12-2172
STORE-4925,Anycompany - store-4925,Chicago,TX,33246,2005-01-04,9999-12-2173
STORE-5247,Anycompany - store-5247,Los Angeles,CO,47129,2005-01-04,9999-12-2174
STORE-4480,Anycompany - store-4480,Columbus,TX,26286,2005-01-04,9999-12-2175
STORE-7372,Anycompany - store-7372,Dallas,WA,56805,2005-01-04,9999-12-2176
STORE-1185,Anycompany - store-1185,San Francisco,TX,96431,2005-01-04,9999-12-2177
STORE-5213,Anycompany - store-5213,Chicago,OH,45644,2005-01-04,9999-12-2178
STORE-5217,Anycompany - store-5217,Los Angeles,IN,13204,2005-01-04,9999-12-2179
STORE-8182,Anycompany - store-8182,Los Angeles,FL,66440,2005-01-04,9999-12-2180
STORE-4828,Anycompany - store-4828,Dallas,FL,51307,2005-01-04,9999-12-2181
STORE-1000,Anycompany - store-1000,Los Angeles,TX,93910,2005-01-04,9999-12-2182
STORE-3997,Anycompany - store-3997,San Antonio,CA,86923,2005-01-04,9999-12-2183
STORE-6677,Anycompany - store-6677,Fort Worth,CA,90292,2005-01-04,9999-12-2184
STORE-9186,Anycompany - store-9186,Charlotte,TX,18274,2005-01-04,9999-12-2185
STORE-7974,Anycompany - store-7974,Houston,CA,71820,2005-01-04,9999-12-2186
STORE-8311,Anycompany - store-8311,Los Angeles,TX,24400,2005-01-04,9999-12-2187
STORE-4893,Anycompany - store-4893,San Francisco,TX,61763,2005-01-04,9999-12-2188
STORE-6827,Anycompany - store-6827,Austin,IL,26643,2005-01-04,9999-12-2189
STORE-3575,Anycompany - store-3575,Dallas,TX,88942,2005-01-04,9999-12-2190
STORE-1518,Anycompany - store-1518,Dallas,CO,16948,2005-01-04,9999-12-2191
STORE-4365,Anycompany - store-4365,Jacksonville,FL,88397,2005-01-04,9999-12-2192
STORE-3232,Anycompany - store-3232,Houston,NY,82315,2005-01-04,9999-12-2193
STORE-2240,Anycompany - store-2240,New York,IL,12221,2005-01-04,9999-12-2194
STORE-3524,Anycompany - store-3524,Indianapolis,AZ,23995,2005-01-04,9999-12-2195
STORE-8759,Anycompany - store-8759,Columbus,FL,89656,2005-01-04,9999-12-2196
STORE-5872,Anycompany - store-5872,Denver,WA,23131,2005-01-04,9999-12-2197
STORE-5743,Anycompany - store-5743,San Diego,IN,11821,2005-01-04,9999-12-2198
STORE-3293,Anycompany - store-3293,Indianapolis,CA,71372,2005-01-04,9999-12-2199
STORE-5504,Anycompany - store-5504,Austin,CA,89618,2005-01-04,9999-12-2200
STORE-3833,Anycompany - store-3833,Philadelphia,CA,49152,2005-01-04,9999-12-2201
STORE-5633,Anycompany - store-5633,Philadelphia,TX,62855,2005-01-04,9999-12-2202
STORE-5152,Anycompany - store-5152,Columbus,IL,22622,2005-01-04,9999-12-2203
STORE-8697,Anycompany - store-8697,Chicago,CA,84844,2005-01-04,9999-12-2204
STORE-9585,Anycompany - store-9585,San Diego,TX,62927,2005-01-04,9999-12-2205
STORE-3549,Anycompany - store-3549,San Antonio,CA,10997,2005-01-04,9999-12-2206
STORE-1999,Anycompany - store-1999,Houston,CA,18282,2005-01-04,9999-12-2207
STORE-8719,Anycompany - store-8719,Seattle,TX,62067,2005-01-04,9999-12-2208
STORE-8855,Anycompany - store-8855,Columbus,CA,34869,2005-01-04,9999-12-2209
STORE-8088,Anycompany - store-8088,Seattle,DC,14064,2005-01-04,9999-12-2210
STORE-2535,Anycompany - store-2535,Charlotte,CO,19981,2005-01-04,9999-12-2211
STORE-1063,Anycompany - store-1063,Jacksonville,NC,32591,2005-01-04,9999-12-2212
STORE-6261,Anycompany - store-6261,San Diego,CO,97132,2005-01-04,9999-12-2213
STORE-7187,Anycompany - store-7187,Charlotte,NY,52645,2005-01-04,9999-12-2214
STORE-4044,Anycompany - store-4044,San Jose,OH,19470,2005-01-04,9999-12-2215
STORE-1678,Anycompany - store-1678,San Francisco,IL,70666,2005-01-04,9999-12-2216
STORE-1058,Anycompany - store-1058,San Jose,WA,88191,2005-01-04,9999-12-2217
STORE-9963,Anycompany - store-9963,San Francisco,DC,96171,2005-01-04,9999-12-2218
STORE-9331,Anycompany - store-9331,Dallas,CA,85640,2005-01-04,9999-12-2219
STORE-7684,Anycompany - store-7684,Philadelphia,TX,19273,2005-01-04,9999-12-2220
STORE-4133,Anycompany - store-4133,Fort Worth,TX,14385,2005-01-04,9999-12-2221
STORE-6467,Anycompany - store-6467,Columbus,PA,45005,2005-01-04,9999-12-2222
STORE-7050,Anycompany - store-7050,Philadelphia,WA,27559,2005-01-04,9999-12-2223
STORE-2956,Anycompany - store-2956,San Francisco,CA,86937,2005-01-04,9999-12-2224
STORE-1821,Anycompany - store-1821,Columbus,TX,81824,2005-01-04,9999-12-2225
STORE-3951,Anycompany - store-3951,Jacksonville,TX,37633,2005-01-04,9999-12-2226
STORE-8844,Anycompany - store-8844,Washington,TX,18320,2005-01-04,9999-12-2227
STORE-7809,Anycompany - store-7809,Houston,TX,47317,2005-01-04,9999-12-2228
STORE-8696,Anycompany - store-8696,New York,IN,15931,2005-01-04,9999-12-2229
STORE-1694,Anycompany - store-1694,Washington,NY,90022,2005-01-04,9999-12-2230
STORE-4954,Anycompany - store-4954,Phoenix,CA,59676,2005-01-04,9999-12-2231
STORE-8906,Anycompany - store-8906,Houston,NC,52533,2005-01-04,9999-12-2232
STORE-4325,Anycompany - store-4325,Philadelphia,DC,95271,2005-01-04,9999-12-2233
STORE-6888,Anycompany - store-6888,Austin,PA,31736,2005-01-04,9999-12-2234
STORE-1727,Anycompany - store-1727,San Jose,TX,93960,2005-01-04,9999-12-2235
STORE-8245,Anycompany - store-8245,San Diego,NY,37521,2005-01-04,9999-12-2236
STORE-9921,Anycompany - store-9921,San Diego,OH,35982,2005-01-04,9999-12-2237
STORE-4952,Anycompany - store-4952,San Antonio,CA,43103,2005-01-04,9999-12-2238
STORE-9007,Anycompany - store-9007,San Jose,FL,67988,2005-01-04,9999-12-2239
STORE-4509,Anycompany - store-4509,Phoenix,FL,63138,2005-01-04,9999-12-2240
STORE-7971,Anycompany - store-7971,Los Angeles,PA,85379,2005-01-04,9999-12-2241
STORE-4515,Anycompany - store-4515,Dallas,OH,70157,2005-01-04,9999-12-2242
STORE-2624,Anycompany - store-2624,San Francisco,CA,49455,2005-01-04,9999-12-2243
STORE-1227,Anycompany - store-1227,Chicago,IN,84864,2005-01-04,9999-12-2244
STORE-7181,Anycompany - store-7181,San Antonio,DC,89586,2005-01-04,9999-12-2245
STORE-8062,Anycompany - store-8062,San Diego,CA,69659,2005-01-04,9999-12-2246
STORE-5522,Anycompany - store-5522,Washington,NC,89502,2005-01-04,9999-12-2247
STORE-4193,Anycompany - store-4193,Charlotte,AZ,75301,2005-01-04,9999-12-2248
STORE-1898,Anycompany - store-1898,Phoenix,CA,16481,2005-01-04,9999-12-2249
STORE-1028,Anycompany - store-1028,Seattle,CA,60345,2005-01-04,9999-12-2250
STORE-3096,Anycompany - store-3096,Austin,TX,73966,2005-01-04,9999-12-2251
STORE-6824,Anycompany - store-6824,Seattle,TX,33752,2005-01-04,9999-12-2252
STORE-3649,Anycompany - store-3649,Phoenix,WA,92537,2005-01-04,9999-12-2253
STORE-9411,Anycompany - store-9411,San Francisco,NC,93598,2005-01-04,9999-12-2254
STORE-9056,Anycompany - store-9056,Austin,TX,49372,2005-01-04,9999-12-2255
STORE-5738,Anycompany - store-5738,Fort Worth,FL,50850,2005-01-04,9999-12-2256
STORE-2146,Anycompany - store-2146,Phoenix,CA,20467,2005-01-04,9999-12-2257
STORE-7758,Anycompany - store-7758,Philadelphia,NY,10043,2005-01-04,9999-12-2258
